symbol,name,category,sub_category,candidate_status,eligibility_status,gate_passed,blocked,block_reason,observation_reason,data_quality_status,history_status,cache_status,liquidity_status,price_quality_status,strategy_eligibility,remediation_priority,requires_manual_review,exclude_from_candidate_pool,factor_score_status,factor_gate_status,recommended_action,notes
159238,沪深300增强ETF景顺,broad_based,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,low_liquidity,failed,short_history,fresh,low_liquidity,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159240,A500增强ETF天弘,broad_based,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,low_liquidity,failed,short_history,fresh,low_liquidity,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159241,航空航天ETF天弘,unknown,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,,failed,short_history,fresh,ok,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159242,创业板人工智能ETF大成,broad_based,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,,failed,short_history,fresh,ok,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159243,创业板人工智能ETF招商,broad_based,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,,failed,short_history,fresh,ok,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159247,创业板ETF汇添富,broad_based,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,,failed,short_history,fresh,ok,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159248,人工智能ETF万家,theme,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,,failed,short_history,fresh,ok,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159249,A500增强ETF工银,broad_based,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,low_liquidity,failed,short_history,fresh,low_liquidity,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159253,银行ETF博时,industry,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,,failed,short_history,fresh,ok,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159255,通用航空ETF易方达,unknown,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,low_liquidity,failed,short_history,fresh,low_liquidity,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159256,创业板软件ETF华夏,broad_based,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,,failed,short_history,fresh,ok,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159257,航空ETF汇添富,unknown,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,low_liquidity,failed,short_history,fresh,low_liquidity,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159258,机器人ETF南方,theme,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,,failed,short_history,fresh,ok,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159259,成长ETF易方达,unknown,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,,failed,short_history,fresh,ok,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159260,证券ETF博时,industry,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,low_liquidity,failed,short_history,fresh,low_liquidity,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159261,创业板新能源ETF鹏华,broad_based,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,low_liquidity,failed,short_history,fresh,low_liquidity,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159263,价值ETF易方达,unknown,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,,failed,short_history,fresh,ok,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159267,航天ETF华安,unknown,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,,failed,short_history,fresh,ok,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159270,创业板200ETF南方,broad_based,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,low_liquidity,failed,short_history,fresh,low_liquidity,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159272,机器人ETF富国,theme,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,,failed,short_history,fresh,ok,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159273,云计算ETF汇添富,theme,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,,failed,short_history,fresh,ok,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159275,农牧渔ETF华宝,unknown,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,low_liquidity,failed,short_history,fresh,low_liquidity,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159278,机器人ETF鹏华,theme,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,,failed,short_history,fresh,ok,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159279,创业板人工智能ETF华安,broad_based,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,,failed,short_history,fresh,ok,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159283,通用航空ETF南方,unknown,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,low_liquidity,failed,short_history,fresh,low_liquidity,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159288,创业板综ETF银华,broad_based,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,low_liquidity,failed,short_history,fresh,low_liquidity,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159289,创业板综指ETF鹏华,broad_based,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,low_liquidity,failed,short_history,fresh,low_liquidity,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159290,创业板综指增强ETF东财,broad_based,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,low_liquidity,failed,short_history,fresh,low_liquidity,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159291,创业板综增强ETF招商,broad_based,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,low_liquidity,failed,short_history,fresh,low_liquidity,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159292,创业板综增强ETF华宝,broad_based,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,low_liquidity,failed,short_history,fresh,low_liquidity,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159293,创业板综增强ETF建信,broad_based,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,low_liquidity,failed,short_history,fresh,low_liquidity,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159295,创业综指ETF西部利得,unknown,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,low_liquidity,failed,short_history,fresh,low_liquidity,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159296,A500红利低波ETF华宝,broad_based,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,low_liquidity,failed,short_history,fresh,low_liquidity,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159298,创业板50ETF大成,broad_based,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,low_liquidity,failed,short_history,fresh,low_liquidity,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159299,金融科技ETF易方达,unknown,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,low_liquidity,failed,short_history,fresh,low_liquidity,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159311,数字经济ETF易方达,unknown,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,low_liquidity,failed,short_history,fresh,low_liquidity,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159369,创业板50ETF易方达,broad_based,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,low_liquidity,failed,short_history,fresh,low_liquidity,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159372,创业板50ETF万家,broad_based,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,low_liquidity,failed,short_history,fresh,low_liquidity,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159382,创业板人工智能ETF南方,broad_based,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,,failed,short_history,fresh,ok,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159385,数字经济ETF富国,unknown,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,low_liquidity,failed,short_history,fresh,low_liquidity,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159389,数字经济ETF嘉实,unknown,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,low_liquidity,failed,short_history,fresh,low_liquidity,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159392,航空ETF富国,unknown,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,low_liquidity,failed,short_history,fresh,low_liquidity,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159500,中证500ETF富国,broad_based,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,low_liquidity,failed,short_history,fresh,low_liquidity,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159550,互联网ETF东财,unknown,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,low_liquidity,failed,short_history,fresh,low_liquidity,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
510670,上证180ETF华夏,unknown,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,low_liquidity,failed,short_history,fresh,low_liquidity,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
512030,中证A50增强ETF易方达,broad_based,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,low_liquidity,failed,short_history,fresh,low_liquidity,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
512060,A100ETF天弘,unknown,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,low_liquidity,failed,short_history,fresh,low_liquidity,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
512140,电力ETF华安,unknown,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,,failed,very_short_history,fresh,ok,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
512370,A500增强ETF华夏,broad_based,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,low_liquidity,failed,short_history,fresh,low_liquidity,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
512430,家居家电ETF华泰柏瑞,unknown,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,,failed,very_short_history,fresh,ok,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
512450,畜牧养殖ETF广发,industry,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,low_liquidity,failed,very_short_history,fresh,low_liquidity,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
512460,电池ETF华夏,unknown,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,,failed,very_short_history,fresh,ok,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
512620,农业ETF天弘,unknown,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,low_liquidity,failed,short_history,fresh,low_liquidity,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
512630,卫星ETF广发,unknown,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,,failed,short_history,fresh,ok,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
512940,有色ETF华安,industry,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,,failed,very_short_history,fresh,ok,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
515370,光伏ETF华夏,industry,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,,failed,short_history,fresh,ok,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
515460,红利质量ETF南方,unknown,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,low_liquidity,failed,very_short_history,fresh,low_liquidity,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
515640,家电ETF华夏,unknown,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,,failed,very_short_history,fresh,ok,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
515720,金融科技ETF富国,unknown,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,low_liquidity,failed,short_history,fresh,low_liquidity,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
515730,家居家电ETF永赢,unknown,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,low_liquidity,failed,short_history,fresh,low_liquidity,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
515970,工程机械ETF华夏,unknown,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,,failed,very_short_history,fresh,ok,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
516230,光伏ETF招商,industry,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,low_liquidity,failed,very_short_history,fresh,low_liquidity,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
516250,工程机械ETF富国,unknown,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,low_liquidity,failed,short_history,fresh,low_liquidity,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
516370,电力ETF汇添富,unknown,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,low_liquidity,failed,very_short_history,fresh,low_liquidity,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
516840,N汽车ETF南方,unknown,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,,failed,very_short_history,fresh,ok,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
517950,沪深港科技50ETF交银,unknown,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,low_liquidity,failed,short_history,fresh,low_liquidity,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
520870,巴西ETF易方达,unknown,指数型-海外股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,,failed,short_history,fresh,ok,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
530060,上证指数ETF易方达,unknown,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,,failed,very_short_history,fresh,ok,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
530100,上证580ETF易方达,unknown,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,low_liquidity,failed,short_history,fresh,low_liquidity,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
530380,上证380ETF易方达,unknown,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,low_liquidity,failed,short_history,fresh,low_liquidity,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
530530,上证580ETF华夏,unknown,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,low_liquidity,failed,short_history,fresh,low_liquidity,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
560130,食品ETF鹏华,unknown,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,low_liquidity,failed,short_history,fresh,low_liquidity,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
560160,食品ETF易方达,unknown,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,low_liquidity,failed,short_history,fresh,low_liquidity,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
560210,农牧渔ETF景顺,unknown,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,low_liquidity,failed,very_short_history,fresh,low_liquidity,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
560230,光伏ETF富国,industry,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,low_liquidity,failed,very_short_history,fresh,low_liquidity,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
560270,电力ETF工银,unknown,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,low_liquidity,failed,very_short_history,fresh,low_liquidity,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
560290,有色ETF景顺,industry,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,low_liquidity,failed,very_short_history,fresh,low_liquidity,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
560310,光伏ETF博时,industry,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,low_liquidity,failed,very_short_history,fresh,low_liquidity,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
560370,红利质量ETF易方达,unknown,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,low_liquidity,failed,very_short_history,fresh,low_liquidity,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
560390,电网设备ETF易方达,unknown,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,,failed,very_short_history,fresh,ok,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
