symbol,name,category,sub_category,failure_type,primary_failure_type,secondary_failure_type,row_count,min_required_rows,first_date,last_date,latest_expected_date,end_date_gap_days,history_status,cache_status,liquidity_status,price_quality_status,metadata_status,strategy_eligibility,remediation_priority,recommended_action,requires_refresh,requires_manual_review,exclude_from_candidate_pool,reason,notes
159190,创业板新能源ETF天弘,broad_based,指数型-股票,insufficient_rows,new_etf_short_history,insufficient_rows,28,250,2026-03-30,2026-05-12,2026-05-15,3,very_short_history,fresh,ok,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 28 < 250,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159192,家电ETF汇添富,unknown,指数型-股票,insufficient_rows,new_etf_short_history,insufficient_rows,6,250,2026-04-30,2026-05-12,2026-05-15,3,very_short_history,fresh,ok,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 6 < 250,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159193,新能源电池ETF银华,industry,指数型-股票,insufficient_rows,new_etf_short_history,insufficient_rows,5,250,2026-05-06,2026-05-12,2026-05-15,3,very_short_history,fresh,ok,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 5 < 250,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159195,石油ETF华安,industry,指数型-股票,insufficient_rows;zero_or_low_liquidity,new_etf_short_history,insufficient_rows;zero_or_low_liquidity;low_liquidity,25,250,2026-04-02,2026-05-12,2026-05-15,3,very_short_history,fresh,low_liquidity,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 25 < 250; avg_amount_20 17727462.10 < 20000000.00,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159197,石油ETF招商,industry,指数型-股票,insufficient_rows;zero_or_low_liquidity,new_etf_short_history,insufficient_rows;zero_or_low_liquidity;low_liquidity,25,250,2026-04-02,2026-05-12,2026-05-15,3,very_short_history,fresh,low_liquidity,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 25 < 250; avg_amount_20 11265672.75 < 20000000.00,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159199,石油ETF平安,industry,指数型-股票,insufficient_rows;zero_or_low_liquidity,new_etf_short_history,insufficient_rows;zero_or_low_liquidity;low_liquidity,21,250,2026-04-09,2026-05-12,2026-05-15,3,very_short_history,fresh,low_liquidity,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 21 < 250; avg_amount_20 6151669.30 < 20000000.00,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159203,大盘成长ETF博时,unknown,指数型-股票,insufficient_rows;zero_or_low_liquidity,new_etf_short_history,insufficient_rows;zero_or_low_liquidity;low_liquidity,208,250,2025-06-30,2026-05-12,2026-05-15,3,short_history,fresh,low_liquidity,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 208 < 250; avg_amount_20 684318.90 < 20000000.00,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159205,创业板ETF东财,broad_based,指数型-股票,insufficient_rows,new_etf_short_history,insufficient_rows,221,250,2025-06-12,2026-05-12,2026-05-15,3,short_history,fresh,ok,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 221 < 250,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159208,航空航天ETF万家,unknown,指数型-股票,insufficient_rows,new_etf_short_history,insufficient_rows,243,250,2025-05-12,2026-05-12,2026-05-15,3,short_history,fresh,ok,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 243 < 250,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159213,机器人ETF汇添富,theme,指数型-股票,insufficient_rows,new_etf_short_history,insufficient_rows,248,250,2025-04-30,2026-05-12,2026-05-15,3,short_history,fresh,ok,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 248 < 250,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159218,卫星ETF招商,unknown,指数型-股票,insufficient_rows,new_etf_short_history,insufficient_rows,235,250,2025-05-22,2026-05-12,2026-05-15,3,short_history,fresh,ok,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 235 < 250,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159219,深证100ETF融通,broad_based,指数型-股票,insufficient_rows;zero_or_low_liquidity,new_etf_short_history,insufficient_rows;zero_or_low_liquidity;low_liquidity,242,250,2025-05-13,2026-05-12,2026-05-15,3,short_history,fresh,low_liquidity,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 242 < 250; avg_amount_20 6467160.95 < 20000000.00,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159226,中证A500增强ETF国泰,broad_based,指数型-股票,insufficient_rows;zero_or_low_liquidity,new_etf_short_history,insufficient_rows;zero_or_low_liquidity;low_liquidity,230,250,2025-05-29,2026-05-12,2026-05-15,3,short_history,fresh,low_liquidity,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 230 < 250; avg_amount_20 9324066.55 < 20000000.00,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159227,航空航天ETF华夏,unknown,指数型-股票,insufficient_rows,new_etf_short_history,insufficient_rows,239,250,2025-05-16,2026-05-12,2026-05-15,3,short_history,fresh,ok,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 239 < 250,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159228,红利低波ETF长城,unknown,指数型-股票,insufficient_rows;zero_or_low_liquidity,new_etf_short_history,insufficient_rows;zero_or_low_liquidity;low_liquidity,217,250,2025-06-18,2026-05-12,2026-05-15,3,short_history,fresh,low_liquidity,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 217 < 250; avg_amount_20 758496.25 < 20000000.00,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159230,通用航空ETF华夏,unknown,指数型-股票,insufficient_rows,new_etf_short_history,insufficient_rows,229,250,2025-05-30,2026-05-12,2026-05-15,3,short_history,fresh,ok,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 229 < 250,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159238,沪深300增强ETF景顺,broad_based,指数型-股票,insufficient_rows;zero_or_low_liquidity,new_etf_short_history,insufficient_rows;zero_or_low_liquidity;low_liquidity,224,250,2025-06-09,2026-05-12,2026-05-15,3,short_history,fresh,low_liquidity,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 224 < 250; avg_amount_20 3152503.70 < 20000000.00,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159240,A500增强ETF天弘,broad_based,指数型-股票,insufficient_rows;zero_or_low_liquidity,new_etf_short_history,insufficient_rows;zero_or_low_liquidity;low_liquidity,217,250,2025-06-17,2026-05-12,2026-05-15,3,short_history,fresh,low_liquidity,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 217 < 250; avg_amount_20 1289850.15 < 20000000.00,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159241,航空航天ETF天弘,unknown,指数型-股票,insufficient_rows,new_etf_short_history,insufficient_rows,230,250,2025-05-29,2026-05-12,2026-05-15,3,short_history,fresh,ok,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 230 < 250,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159242,创业板人工智能ETF大成,broad_based,指数型-股票,insufficient_rows,new_etf_short_history,insufficient_rows,191,250,2025-07-24,2026-05-12,2026-05-15,3,short_history,fresh,ok,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 191 < 250,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159243,创业板人工智能ETF招商,broad_based,指数型-股票,insufficient_rows,new_etf_short_history,insufficient_rows,82,250,2026-01-05,2026-05-12,2026-05-15,3,short_history,fresh,ok,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 82 < 250,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159247,创业板ETF汇添富,broad_based,指数型-股票,insufficient_rows,new_etf_short_history,insufficient_rows,62,250,2026-02-02,2026-05-12,2026-05-15,3,short_history,fresh,ok,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 62 < 250,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159248,人工智能ETF万家,theme,指数型-股票,insufficient_rows,new_etf_short_history,insufficient_rows,191,250,2025-07-24,2026-05-12,2026-05-15,3,short_history,fresh,ok,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 191 < 250,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159249,A500增强ETF工银,broad_based,指数型-股票,insufficient_rows;zero_or_low_liquidity,new_etf_short_history,insufficient_rows;zero_or_low_liquidity;low_liquidity,207,250,2025-07-02,2026-05-12,2026-05-15,3,short_history,fresh,low_liquidity,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 207 < 250; avg_amount_20 15889858.35 < 20000000.00,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159253,银行ETF博时,industry,指数型-股票,insufficient_rows,new_etf_short_history,insufficient_rows,100,250,2025-12-08,2026-05-12,2026-05-15,3,short_history,fresh,ok,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 100 < 250,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159255,通用航空ETF易方达,unknown,指数型-股票,insufficient_rows;zero_or_low_liquidity,new_etf_short_history,insufficient_rows;zero_or_low_liquidity;low_liquidity,184,250,2025-08-04,2026-05-12,2026-05-15,3,short_history,fresh,low_liquidity,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 184 < 250; avg_amount_20 5219918.55 < 20000000.00,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159256,创业板软件ETF华夏,broad_based,指数型-股票,insufficient_rows,new_etf_short_history,insufficient_rows,184,250,2025-08-04,2026-05-12,2026-05-15,3,short_history,fresh,ok,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 184 < 250,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159257,航空ETF汇添富,unknown,指数型-股票,insufficient_rows;zero_or_low_liquidity,new_etf_short_history,insufficient_rows;zero_or_low_liquidity;low_liquidity,189,250,2025-07-28,2026-05-12,2026-05-15,3,short_history,fresh,low_liquidity,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 189 < 250; avg_amount_20 9064568.60 < 20000000.00,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159258,机器人ETF南方,theme,指数型-股票,insufficient_rows,new_etf_short_history,insufficient_rows,185,250,2025-08-01,2026-05-12,2026-05-15,3,short_history,fresh,ok,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 185 < 250,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159259,成长ETF易方达,unknown,指数型-股票,insufficient_rows,new_etf_short_history,insufficient_rows,166,250,2025-08-28,2026-05-12,2026-05-15,3,short_history,fresh,ok,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 166 < 250,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159260,证券ETF博时,industry,指数型-股票,insufficient_rows;zero_or_low_liquidity,new_etf_short_history,insufficient_rows;zero_or_low_liquidity;low_liquidity,124,250,2025-11-04,2026-05-12,2026-05-15,3,short_history,fresh,low_liquidity,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 124 < 250; avg_amount_20 9966603.40 < 20000000.00,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159261,创业板新能源ETF鹏华,broad_based,指数型-股票,insufficient_rows;zero_or_low_liquidity,new_etf_short_history,insufficient_rows;zero_or_low_liquidity;low_liquidity,204,250,2025-07-07,2026-05-12,2026-05-15,3,short_history,fresh,low_liquidity,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 204 < 250; avg_amount_20 14144991.65 < 20000000.00,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159263,价值ETF易方达,unknown,指数型-股票,insufficient_rows,new_etf_short_history,insufficient_rows,203,250,2025-07-08,2026-05-12,2026-05-15,3,short_history,fresh,ok,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 203 < 250,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159267,航天ETF华安,unknown,指数型-股票,insufficient_rows,new_etf_short_history,insufficient_rows,185,250,2025-08-01,2026-05-12,2026-05-15,3,short_history,fresh,ok,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 185 < 250,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159270,创业板200ETF南方,broad_based,指数型-股票,insufficient_rows;zero_or_low_liquidity,new_etf_short_history,insufficient_rows;zero_or_low_liquidity;low_liquidity,191,250,2025-07-24,2026-05-12,2026-05-15,3,short_history,fresh,low_liquidity,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 191 < 250; avg_amount_20 11769702.00 < 20000000.00,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159272,机器人ETF富国,theme,指数型-股票,insufficient_rows,new_etf_short_history,insufficient_rows,150,250,2025-09-19,2026-05-12,2026-05-15,3,short_history,fresh,ok,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 150 < 250,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159273,云计算ETF汇添富,theme,指数型-股票,insufficient_rows,new_etf_short_history,insufficient_rows,182,250,2025-08-06,2026-05-12,2026-05-15,3,short_history,fresh,ok,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 182 < 250,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159275,农牧渔ETF华宝,unknown,指数型-股票,insufficient_rows;zero_or_low_liquidity,new_etf_short_history,insufficient_rows;zero_or_low_liquidity;low_liquidity,144,250,2025-09-29,2026-05-12,2026-05-15,3,short_history,fresh,low_liquidity,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 144 < 250; avg_amount_20 16546751.20 < 20000000.00,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159278,机器人ETF鹏华,theme,指数型-股票,insufficient_rows,new_etf_short_history,insufficient_rows,178,250,2025-08-12,2026-05-12,2026-05-15,3,short_history,fresh,ok,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 178 < 250,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159279,创业板人工智能ETF华安,broad_based,指数型-股票,insufficient_rows,new_etf_short_history,insufficient_rows,144,250,2025-09-29,2026-05-12,2026-05-15,3,short_history,fresh,ok,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 144 < 250,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159283,通用航空ETF南方,unknown,指数型-股票,insufficient_rows;zero_or_low_liquidity,new_etf_short_history,insufficient_rows;zero_or_low_liquidity;low_liquidity,171,250,2025-08-21,2026-05-12,2026-05-15,3,short_history,fresh,low_liquidity,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 171 < 250; avg_amount_20 15657544.45 < 20000000.00,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159288,创业板综ETF银华,broad_based,指数型-股票,insufficient_rows;zero_or_low_liquidity,new_etf_short_history,insufficient_rows;zero_or_low_liquidity;low_liquidity,145,250,2025-09-26,2026-05-12,2026-05-15,3,short_history,fresh,low_liquidity,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 145 < 250; avg_amount_20 6121012.65 < 20000000.00,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159289,创业板综指ETF鹏华,broad_based,指数型-股票,insufficient_rows;zero_or_low_liquidity,new_etf_short_history,insufficient_rows;zero_or_low_liquidity;low_liquidity,154,250,2025-09-15,2026-05-12,2026-05-15,3,short_history,fresh,low_liquidity,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 154 < 250; avg_amount_20 1606154.95 < 20000000.00,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159290,创业板综指增强ETF东财,broad_based,指数型-股票,insufficient_rows;zero_or_low_liquidity,new_etf_short_history,insufficient_rows;zero_or_low_liquidity;low_liquidity,152,250,2025-09-17,2026-05-12,2026-05-15,3,short_history,fresh,low_liquidity,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 152 < 250; avg_amount_20 3742298.00 < 20000000.00,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159291,创业板综增强ETF招商,broad_based,指数型-股票,insufficient_rows;zero_or_low_liquidity,new_etf_short_history,insufficient_rows;zero_or_low_liquidity;low_liquidity,164,250,2025-09-01,2026-05-12,2026-05-15,3,short_history,fresh,low_liquidity,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 164 < 250; avg_amount_20 869917.65 < 20000000.00,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159292,创业板综增强ETF华宝,broad_based,指数型-股票,insufficient_rows;zero_or_low_liquidity,new_etf_short_history,insufficient_rows;zero_or_low_liquidity;low_liquidity,163,250,2025-09-02,2026-05-12,2026-05-15,3,short_history,fresh,low_liquidity,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 163 < 250; avg_amount_20 2854936.35 < 20000000.00,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159293,创业板综增强ETF建信,broad_based,指数型-股票,insufficient_rows;zero_or_low_liquidity,new_etf_short_history,insufficient_rows;zero_or_low_liquidity;low_liquidity,76,250,2026-01-13,2026-05-12,2026-05-15,3,short_history,fresh,low_liquidity,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 76 < 250; avg_amount_20 4239773.60 < 20000000.00,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159295,创业综指ETF西部利得,unknown,指数型-股票,insufficient_rows;zero_or_low_liquidity,new_etf_short_history,insufficient_rows;zero_or_low_liquidity;low_liquidity,124,250,2025-11-04,2026-05-12,2026-05-15,3,short_history,fresh,low_liquidity,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 124 < 250; avg_amount_20 3522061.00 < 20000000.00,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159296,A500红利低波ETF华宝,broad_based,指数型-股票,insufficient_rows;zero_or_low_liquidity,new_etf_short_history,insufficient_rows;zero_or_low_liquidity;low_liquidity,161,250,2025-09-04,2026-05-12,2026-05-15,3,short_history,fresh,low_liquidity,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 161 < 250; avg_amount_20 4556488.05 < 20000000.00,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159298,创业板50ETF大成,broad_based,指数型-股票,insufficient_rows;zero_or_low_liquidity,new_etf_short_history,insufficient_rows;zero_or_low_liquidity;low_liquidity,159,250,2025-09-08,2026-05-12,2026-05-15,3,short_history,fresh,low_liquidity,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 159 < 250; avg_amount_20 7161817.10 < 20000000.00,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159299,金融科技ETF易方达,unknown,指数型-股票,insufficient_rows;zero_or_low_liquidity,new_etf_short_history,insufficient_rows;zero_or_low_liquidity;low_liquidity,156,250,2025-09-11,2026-05-12,2026-05-15,3,short_history,fresh,low_liquidity,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 156 < 250; avg_amount_20 16494455.15 < 20000000.00,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159311,数字经济ETF易方达,unknown,指数型-股票,insufficient_rows;zero_or_low_liquidity,new_etf_short_history,insufficient_rows;zero_or_low_liquidity;low_liquidity,198,250,2025-07-15,2026-05-12,2026-05-15,3,short_history,fresh,low_liquidity,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 198 < 250; avg_amount_20 2398165.40 < 20000000.00,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159369,创业板50ETF易方达,broad_based,指数型-股票,insufficient_rows;zero_or_low_liquidity,new_etf_short_history,insufficient_rows;zero_or_low_liquidity;low_liquidity,171,250,2025-08-21,2026-05-12,2026-05-15,3,short_history,fresh,low_liquidity,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 171 < 250; avg_amount_20 14428904.35 < 20000000.00,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159372,创业板50ETF万家,broad_based,指数型-股票,insufficient_rows;zero_or_low_liquidity,new_etf_short_history,insufficient_rows;zero_or_low_liquidity;low_liquidity,224,250,2025-06-09,2026-05-12,2026-05-15,3,short_history,fresh,low_liquidity,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 224 < 250; avg_amount_20 4818032.60 < 20000000.00,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159382,创业板人工智能ETF南方,broad_based,指数型-股票,insufficient_rows,new_etf_short_history,insufficient_rows,244,250,2025-05-09,2026-05-12,2026-05-15,3,short_history,fresh,ok,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 244 < 250,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159385,数字经济ETF富国,unknown,指数型-股票,insufficient_rows;zero_or_low_liquidity,new_etf_short_history,insufficient_rows;zero_or_low_liquidity;low_liquidity,229,250,2025-05-30,2026-05-12,2026-05-15,3,short_history,fresh,low_liquidity,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 229 < 250; avg_amount_20 9133891.55 < 20000000.00,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159389,数字经济ETF嘉实,unknown,指数型-股票,insufficient_rows;zero_or_low_liquidity,new_etf_short_history,insufficient_rows;zero_or_low_liquidity;low_liquidity,229,250,2025-05-30,2026-05-12,2026-05-15,3,short_history,fresh,low_liquidity,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 229 < 250; avg_amount_20 4607755.40 < 20000000.00,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159392,航空ETF富国,unknown,指数型-股票,insufficient_rows;zero_or_low_liquidity,new_etf_short_history,insufficient_rows;zero_or_low_liquidity;low_liquidity,241,250,2025-05-14,2026-05-12,2026-05-15,3,short_history,fresh,low_liquidity,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 241 < 250; avg_amount_20 7514900.10 < 20000000.00,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159500,中证500ETF富国,broad_based,指数型-股票,insufficient_rows;zero_or_low_liquidity,new_etf_short_history,insufficient_rows;zero_or_low_liquidity;low_liquidity,165,250,2025-08-29,2026-05-12,2026-05-15,3,short_history,fresh,low_liquidity,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 165 < 250; avg_amount_20 14581539.15 < 20000000.00,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159550,互联网ETF东财,unknown,指数型-股票,insufficient_rows;zero_or_low_liquidity,new_etf_short_history,insufficient_rows;zero_or_low_liquidity;low_liquidity,210,250,2025-06-27,2026-05-12,2026-05-15,3,short_history,fresh,low_liquidity,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 210 < 250; avg_amount_20 3938900.75 < 20000000.00,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
510670,上证180ETF华夏,unknown,指数型-股票,insufficient_rows;zero_or_low_liquidity,new_etf_short_history,insufficient_rows;zero_or_low_liquidity;low_liquidity,128,250,2025-10-29,2026-05-12,2026-05-15,3,short_history,fresh,low_liquidity,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 128 < 250; avg_amount_20 4773154.95 < 20000000.00,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
512030,中证A50增强ETF易方达,broad_based,指数型-股票,insufficient_rows;zero_or_low_liquidity,new_etf_short_history,insufficient_rows;zero_or_low_liquidity;low_liquidity,177,250,2025-08-13,2026-05-12,2026-05-15,3,short_history,fresh,low_liquidity,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 177 < 250; avg_amount_20 791697.45 < 20000000.00,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
512060,A100ETF天弘,unknown,指数型-股票,insufficient_rows;zero_or_low_liquidity,new_etf_short_history,insufficient_rows;zero_or_low_liquidity;low_liquidity,195,250,2025-07-18,2026-05-12,2026-05-15,3,short_history,fresh,low_liquidity,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 195 < 250; avg_amount_20 3293519.70 < 20000000.00,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
512140,电力ETF华安,unknown,指数型-股票,insufficient_rows,new_etf_short_history,insufficient_rows,2,250,2026-05-11,2026-05-12,2026-05-15,3,very_short_history,fresh,ok,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 2 < 250,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
