symbol,name,category,sub_category,row_count,min_required_rows,rows_needed,first_date,last_date,latest_expected_date,end_date_gap_days,history_status,liquidity_status,observation_status,observation_priority,estimated_trading_days_until_eligible,estimated_calendar_date_until_eligible,requires_manual_review,manual_review_reason,low_liquidity_flag,abnormal_return_flag,candidate_status,recommended_action,notes
159219,深证100ETF融通,broad_based,指数型-股票,242,250,8,2025-05-13,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,8,2026-05-27,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159392,航空ETF富国,unknown,指数型-股票,241,250,9,2025-05-14,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,9,2026-05-28,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
563550,A500增强ETF摩根,broad_based,指数型-股票,239,250,11,2025-05-16,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,11,2026-06-01,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
563060,央企50ETF易方达,theme,指数型-股票,238,250,12,2025-05-19,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,12,2026-06-02,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
588130,科创医药ETF华夏,industry,指数型-股票,231,250,19,2025-05-28,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,19,2026-06-11,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159226,中证A500增强ETF国泰,broad_based,指数型-股票,230,250,20,2025-05-29,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,20,2026-06-12,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159385,数字经济ETF富国,unknown,指数型-股票,229,250,21,2025-05-30,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,21,2026-06-15,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159389,数字经济ETF嘉实,unknown,指数型-股票,229,250,21,2025-05-30,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,21,2026-06-15,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
561220,数字经济ETF工银,unknown,指数型-股票,229,250,21,2025-05-30,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,21,2026-06-15,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
561750,A50ETF博时,unknown,指数型-股票,229,250,21,2025-05-30,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,21,2026-06-15,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
589700,科创成长ETF南方,unknown,指数型-股票,226,250,24,2025-06-05,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,24,2026-06-18,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159238,沪深300增强ETF景顺,broad_based,指数型-股票,224,250,26,2025-06-09,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,26,2026-06-23,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159372,创业板50ETF万家,broad_based,指数型-股票,224,250,26,2025-06-09,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,26,2026-06-23,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
589580,科创综指ETF兴银,unknown,指数型-股票,222,250,28,2025-06-11,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,28,2026-06-25,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
588670,科创综指增强ETF嘉实,unknown,指数型-股票,220,250,30,2025-06-13,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,30,2026-06-29,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
589180,科创新材料ETF汇添富,unknown,指数型-股票,219,250,31,2025-06-16,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,31,2026-06-30,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159228,红利低波ETF长城,unknown,指数型-股票,217,250,33,2025-06-18,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,33,2026-07-02,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159240,A500增强ETF天弘,broad_based,指数型-股票,217,250,33,2025-06-17,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,33,2026-07-02,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
562050,药ETF华宝,unknown,指数型-股票,216,250,34,2025-06-19,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,34,2026-07-03,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
561770,A100ETF博时,unknown,指数型-股票,213,250,37,2025-06-24,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,37,2026-07-08,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159550,互联网ETF东财,unknown,指数型-股票,210,250,40,2025-06-27,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,40,2026-07-13,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159203,大盘成长ETF博时,unknown,指数型-股票,208,250,42,2025-06-30,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,42,2026-07-15,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
563630,A500增强ETF国联安,broad_based,指数型-股票,208,250,42,2025-07-01,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,42,2026-07-15,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
589380,科创AIETF富国,unknown,指数型-股票,208,250,42,2025-07-01,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,42,2026-07-15,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159249,A500增强ETF工银,broad_based,指数型-股票,207,250,43,2025-07-02,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,43,2026-07-16,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
561090,A500增强ETF华安,broad_based,指数型-股票,207,250,43,2025-07-02,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,43,2026-07-16,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159261,创业板新能源ETF鹏华,broad_based,指数型-股票,204,250,46,2025-07-07,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,46,2026-07-21,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
588520,科创增强ETF永赢,unknown,指数型-股票,203,250,47,2025-07-08,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,47,2026-07-22,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159311,数字经济ETF易方达,unknown,指数型-股票,198,250,52,2025-07-15,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,52,2026-07-29,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
512060,A100ETF天弘,unknown,指数型-股票,195,250,55,2025-07-18,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,55,2026-08-03,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159270,创业板200ETF南方,broad_based,指数型-股票,191,250,59,2025-07-24,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,59,2026-08-07,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
562870,证券ETF嘉实,industry,指数型-股票,190,250,60,2025-07-25,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,60,2026-08-10,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159257,航空ETF汇添富,unknown,指数型-股票,189,250,61,2025-07-28,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,61,2026-08-11,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
589550,科创价值ETF华夏,unknown,指数型-股票,189,250,61,2025-07-28,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,61,2026-08-11,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
588980,科创100ETF广发,unknown,指数型-股票,185,250,65,2025-08-01,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,65,2026-08-17,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159255,通用航空ETF易方达,unknown,指数型-股票,184,250,66,2025-08-04,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,66,2026-08-18,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
589200,科创200ETF工银,unknown,指数型-股票,180,250,70,2025-08-08,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,70,2026-08-24,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
512030,中证A50增强ETF易方达,broad_based,指数型-股票,177,250,73,2025-08-13,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,73,2026-08-27,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
512370,A500增强ETF华夏,broad_based,指数型-股票,174,250,76,2025-08-18,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,76,2026-09-01,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
589050,科创综指ETF兴业,unknown,指数型-股票,174,250,76,2025-08-18,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,76,2026-09-01,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159283,通用航空ETF南方,unknown,指数型-股票,171,250,79,2025-08-21,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,79,2026-09-04,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159369,创业板50ETF易方达,broad_based,指数型-股票,171,250,79,2025-08-21,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,79,2026-09-04,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
589090,科创AIETF鹏华,unknown,指数型-股票,167,250,83,2025-08-27,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,83,2026-09-10,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159500,中证500ETF富国,broad_based,指数型-股票,165,250,85,2025-08-29,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,85,2026-09-14,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
530530,上证580ETF华夏,unknown,指数型-股票,165,250,85,2025-08-29,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,85,2026-09-14,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
588690,科创增强ETF银华,unknown,指数型-股票,165,250,85,2025-08-29,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,85,2026-09-14,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159291,创业板综增强ETF招商,broad_based,指数型-股票,164,250,86,2025-09-01,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,86,2026-09-15,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159292,创业板综增强ETF华宝,broad_based,指数型-股票,163,250,87,2025-09-02,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,87,2026-09-16,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159296,A500红利低波ETF华宝,broad_based,指数型-股票,161,250,89,2025-09-04,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,89,2026-09-18,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
561680,A500红利低波ETF平安,broad_based,指数型-股票,160,250,90,2025-09-05,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,90,2026-09-21,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
589560,科创人工智能ETF汇添富,theme,指数型-股票,160,250,90,2025-09-05,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,90,2026-09-21,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159298,创业板50ETF大成,broad_based,指数型-股票,159,250,91,2025-09-08,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,91,2026-09-22,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159103,金融科技ETF汇添富,unknown,指数型-股票,157,250,93,2025-09-10,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,93,2026-09-24,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159299,金融科技ETF易方达,unknown,指数型-股票,156,250,94,2025-09-11,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,94,2026-09-28,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
588550,科创综指增强ETF易方达,unknown,指数型-股票,155,250,95,2025-09-12,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,95,2026-09-29,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159289,创业板综指ETF鹏华,broad_based,指数型-股票,154,250,96,2025-09-15,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,96,2026-09-30,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
589820,科创200ETF建信,unknown,指数型-股票,154,250,96,2025-09-15,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,96,2026-09-30,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159290,创业板综指增强ETF东财,broad_based,指数型-股票,152,250,98,2025-09-17,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,98,2026-10-09,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159288,创业板综ETF银华,broad_based,指数型-股票,145,250,105,2025-09-26,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,105,2026-10-20,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
563600,A500增强ETF易方达,broad_based,指数型-股票,145,250,105,2025-09-26,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,105,2026-10-20,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
589780,科创200ETF富国,unknown,指数型-股票,145,250,105,2025-09-26,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,105,2026-10-20,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159275,农牧渔ETF华宝,unknown,指数型-股票,144,250,106,2025-09-29,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,106,2026-10-21,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
530380,上证380ETF易方达,unknown,指数型-股票,143,250,107,2025-09-30,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,107,2026-10-22,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
515720,金融科技ETF富国,unknown,指数型-股票,142,250,108,2025-10-09,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,108,2026-10-23,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
563690,红利低波ETF永赢,unknown,指数型-股票,141,250,109,2025-10-10,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,109,2026-10-26,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
563670,金融科技ETF鹏华,unknown,指数型-股票,139,250,111,2025-10-14,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,111,2026-10-28,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
588140,科创200ETF广发,unknown,指数型-股票,138,250,112,2025-10-15,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,112,2026-10-29,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
589110,科创人工智能ETF国泰,theme,指数型-股票,138,250,112,2025-10-15,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,112,2026-10-29,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
